nearend_speaker,nearend_wav_path,nearend_wav_path_noisy,farend_speaker,farend_wav_path,farend_wav_path_noisy,ser,is_farend_nonlinear,is_farend_noisy,is_nearend_noisy,split,fileid,nearend_scale
reader_08819,clean_fileid_1210.wav,book_02844_chp_0032_reader_08819_6_EBNjRTOdE-8-door_Freesound_validated_322353_2-vi1XFz-Vlmw-L6-nWPaAdwQ_snr23_fileid_1210.wav,reader_08583,clean_fileid_10636.wav,book_02143_chp_0009_reader_08583_19_squeak_squeakyChair_Freesound_validated_454585_1-fan_Freesound_validated_238256_5-8DvhD_i0o9A_snr36_fileid_10636.wav,8,1,1,0,train,8929,0.5552914376537833
reader_11076,clean_fileid_10195.wav,book_04080_chp_0024_reader_11076_10_door_Freesound_validated_441525_0-u7dVR4CHhhM-ISfC4vydjwE_snr36_fileid_10195.wav,reader_05367,clean_fileid_8225.wav,book_09422_chp_0051_reader_05367_16_BFOa7qvlMdI-61NgomgmLA0-breath_spit_Freesound_validated_446736_0_snr24_fileid_8225.wav,-6,1,1,1,train,8930,0.684589844550012
reader_10929,clean_fileid_10529.wav,book_04733_chp_0031_reader_10929_17_Gwut1M6EE6U-I8fKUio11TM-AvIYtJ6v4Tw_snr39_fileid_10529.wav,reader_00600,clean_fileid_5932.wav,book_07855_chp_0013_reader_00600_7_door_Freesound_validated_319337_5-0fEnGyWYLCc-CtS48dchbVc_snr34_fileid_5932.wav,0,1,1,1,train,8931,0.8164674110647673
reader_10001,clean_fileid_4843.wav,book_00167_chp_0022_reader_10001_1_door_Freesound_validated_445938_0--bX0TOas138-_H_c0t--Fbo_snr0_fileid_4843.wav,reader_05490,clean_fileid_8947.wav,book_05685_chp_0016_reader_05490_23_xj0BCbOGvDM-7V7SdTOJ4Yo-fan_Freesound_validated_452146_47_snr32_fileid_8947.wav,-7,0,0,1,train,8932,0.6242250792023523
reader_11050,clean_fileid_9429.wav,book_06035_chp_0021_reader_11050_6_typing_Freesound_validated_167155_4-ZiqSkcy064k-4CPAh_RdQ2U_snr14_fileid_9429.wav,reader_09773,clean_fileid_9051.wav,book_09451_chp_0014_reader_09773_1_2WhiAtZ9JrU-DTKOdmRUXHM-ndSCOQkbm7s_snr5_fileid_9051.wav,-2,1,1,0,train,8933,0.8285492301241479
reader_03305,clean_fileid_2392.wav,book_06958_chp_0013_reader_03305_25_Os4ILnG90CA-yuoaNKVXeb8-door_Freesound_validated_212075_12_snr2_fileid_2392.wav,reader_08669,clean_fileid_3364.wav,book_04216_chp_0098_reader_08669_16_S15J9_MGEdo-sqPLDaRv-ZI-HgcPe_DfdVM_snr14_fileid_3364.wav,-2,1,1,1,train,8934,0.6970392590731187
reader_11951,clean_fileid_2269.wav,book_02580_chp_0001_reader_11951_4_qLmIk9YlpdM-0vzZ8enGO-U-door_Freesound_validated_179152_2-door_Freesound_validated_331231_6_snr20_fileid_2269.wav,reader_02236,clean_fileid_1908.wav,book_02323_chp_0019_reader_02236_46_door_Freesound_validated_468150_0-QLa--otyLjc-eef4--7SWnw_snr37_fileid_1908.wav,6,0,1,1,train,8935,0.743386388411191
reader_00862,clean_fileid_11516.wav,book_01166_chp_0007_reader_00862_11_8o7yBPCaYyM-SKkQJomKO7A-Aw4uvNabJKw-fan_Freesound_validated_442416_0_snr27_fileid_11516.wav,reader_11052,clean_fileid_1712.wav,book_04113_chp_0008_reader_11052_9_mnhlL3xdlvI-UkqWPtnFvJw-2ePAGmLxT-M_snr10_fileid_1712.wav,-3,1,0,0,train,8936,0.7435957946754087
reader_08384,clean_fileid_6258.wav,book_03578_chp_0034_reader_08384_3_6KD4S2IzUMo-8WwWiXOdP8k-jlGyBm4174w_snr17_fileid_6258.wav,reader_07666,clean_fileid_3762.wav,book_02999_chp_0003_reader_07666_4_lJBLvPLcL04-Kac7HhD0LkA-UgZrYxBHX6I_snr15_fileid_3762.wav,4,1,0,0,train,8937,0.6081137323696627
reader_10405,clean_fileid_555.wav,book_04040_chp_0005_reader_10405_23_breath_spit_Freesound_validated_364237_0-fvEdcqFJP3A-Ti4ffeS_IyU_snr39_fileid_555.wav,reader_08819,clean_fileid_8740.wav,book_02844_chp_0032_reader_08819_49_5NIRUGqyQW8-FFuzPjZXCoc-door_Freesound_validated_342625_0_snr9_fileid_8740.wav,-2,1,1,1,train,8938,0.5748006741469811
reader_07105,clean_fileid_3341.wav,book_09579_chp_0001_reader_07105_13_PXk35Ip_ZW0-fan_Freesound_validated_267497_86-7uakGcXbF34_snr26_fileid_3341.wav,reader_09652,clean_fileid_11228.wav,book_05401_chp_0001_reader_09652_20_RtJbstjaCek-typing_Freesound_validated_376934_20-zuMqpqzQQwM_snr12_fileid_11228.wav,-6,1,1,1,train,8939,0.8106671717194859
reader_00390,clean_fileid_10162.wav,book_08293_chp_0001_reader_00390_10_L6C-I4RHZlU-8IJdXf3Abqs-door_Freesound_validated_51134_0_snr0_fileid_10162.wav,reader_05253,clean_fileid_6691.wav,book_09255_chp_0099_reader_05253_0_GIvljLua0Fw-F7PPn6KZPY8-CqHuOtrYm4M_snr0_fileid_6691.wav,-7,1,0,0,train,8940,0.5698867405723174
reader_09343,clean_fileid_2106.wav,book_06510_chp_0016_reader_09343_5_TSEtz2I0_cM-SJaC8-Llosk-0OgZKh2jVjo_snr27_fileid_2106.wav,reader_04041,clean_fileid_2702.wav,book_01435_chp_0006_reader_04041_36_ChiMJBcluhw-typing_Freesound_validated_334458_3-HdHnnI-pWb0_snr21_fileid_2702.wav,9,1,0,0,train,8941,0.7668833681203048
reader_08378,clean_fileid_11407.wav,book_03616_chp_0010_reader_08378_2_-jLOcr2tO5o-43uyOxSeQCA-R4rO8LB918c_snr2_fileid_11407.wav,reader_05540,clean_fileid_4214.wav,book_00199_chp_0010_reader_05540_0_YvlA9tbwdxA-kVuHV6USfm4-F28Y4wLycho_snr14_fileid_4214.wav,7,1,1,0,train,8942,0.6923938647210475
reader_01441,clean_fileid_6497.wav,book_02919_chp_0003_reader_01441_27_door_Freesound_validated_431209_0-GyAWoMcljWc-nT2ijuhnl1I_snr18_fileid_6497.wav,reader_08134,clean_fileid_8744.wav,book_04753_chp_0024_reader_08134_3_OSMSKqxUuE0-UzyLAJGHHc0-yBVCfYRkCAQ_snr34_fileid_8744.wav,-2,1,1,0,train,8943,0.6356640234961471
reader_08318,clean_fileid_4071.wav,book_01106_chp_0018_reader_08318_2_ni91M-fZULs-door_Freesound_validated_444183_0-b0tBIUK1-Cc_snr13_fileid_4071.wav,reader_07588,clean_fileid_7713.wav,book_00503_chp_0005_reader_07588_0_M7KWyiKD_Bk-sXAsXD6A3ws-7kQRM1L0PAk_snr26_fileid_7713.wav,-8,1,1,0,train,8944,0.6377132639351278
reader_07406,clean_fileid_3618.wav,book_03276_chp_0047_reader_07406_14_lDlph0J0a-g-1R2Ejgfkmp8-hfNhs_MCxX4_snr6_fileid_3618.wav,reader_07870,clean_fileid_5482.wav,book_03156_chp_0002_reader_07870_9_door_Freesound_validated_219365_5-DWXPeHewVLQ-2DowmW3Ic80_snr7_fileid_5482.wav,-2,0,0,1,train,8945,0.7944702818888736
reader_06513,clean_fileid_5230.wav,book_03257_chp_0019_reader_06513_2_MHI1U6BKzgA-NerNA_piXVY-fan_Freesound_validated_26904_2_snr14_fileid_5230.wav,reader_03062,clean_fileid_740.wav,book_08032_chp_0008_reader_03062_13_TqsI9atto3s-door_Freesound_validated_342701_0-LJ1vwuBVc3I_snr37_fileid_740.wav,-2,1,0,0,train,8946,0.7471579292405564
reader_00450,clean_fileid_8153.wav,book_09952_chp_0001_reader_00450_3_door_Freesound_validated_341176_0--6Krp3T1RHI-door_Freesound_validated_407302_1_snr22_fileid_8153.wav,reader_11786,clean_fileid_8000.wav,book_07242_chp_0011_reader_11786_0_23KjLy3Q5W0-door_Freesound_validated_322353_10-qIJpVlYxAHE_snr9_fileid_8000.wav,-7,1,1,1,train,8947,0.5970158476418858
reader_02567,clean_fileid_4296.wav,book_04000_chp_0002_reader_02567_0_lUgInsaEWfo-eFFOqszDTpA-PAS0IWFvk5E_snr7_fileid_4296.wav,reader_11334,clean_fileid_3047.wav,book_01969_chp_0008_reader_11334_9_door_Freesound_validated_54913_6-N8z0iG33kaY-Y3lNEe-ZGF0_snr7_fileid_3047.wav,-4,1,1,1,train,8948,0.7424109672390907
reader_00732,clean_fileid_2924.wav,book_00166_chp_0025_reader_00732_27_kGR4FOTqvpY-door_Freesound_validated_411573_1-8RaGcWX5mrU_snr2_fileid_2924.wav,reader_05011,clean_fileid_7059.wav,book_05924_chp_0008_reader_05011_48_door_Freesound_validated_382659_0-typing_Freesound_validated_210304_0-BXewytO0gt8_snr4_fileid_7059.wav,-4,1,1,0,train,8949,0.6681679102373014
reader_11118,clean_fileid_4265.wav,book_03293_chp_0002_reader_11118_16_XA99EpueaRM-fep1qHIpNKw-mh2eLnPcUq8_snr6_fileid_4265.wav,reader_07418,clean_fileid_10458.wav,book_10773_chp_0007_reader_07418_9_-jGpifRBWAI-EPztDADcdMY-qzvz7DNZaJw_snr21_fileid_10458.wav,-3,0,1,1,train,8950,0.7054568401663825
reader_03997,clean_fileid_5342.wav,book_03922_chp_0001_reader_03997_6_q2w250cwIjI-CaoG16yBh1M-XjAjv-NX11M_snr14_fileid_5342.wav,reader_09094,clean_fileid_5002.wav,book_06144_chp_0028_reader_09094_43_CSKiRaPc42E-fGWjrEN1uQ4--NW2pPAToFM_snr23_fileid_5002.wav,-10,1,1,0,train,8951,0.6330650974629791
reader_06234,clean_fileid_7600.wav,book_07898_chp_0015_reader_06234_12_fan_Freesound_validated_435733_9-5RV61EyUYgM-door_Freesound_validated_427983_0_snr18_fileid_7600.wav,reader_06178,clean_fileid_3001.wav,book_01254_chp_0004_reader_06178_100_door_Freesound_validated_395650_0-ha480LIytfs-2rxUe9NvuN4_snr21_fileid_3001.wav,-2,1,0,0,train,8952,0.7217725086778225
reader_06135,clean_fileid_992.wav,book_08007_chp_0004_reader_06135_46_2DfZ21h3rM4-1ZHIoV0ybVU-yGS0J-bEy2s-door_Freesound_validated_432680_1_snr30_fileid_992.wav,reader_02069,clean_fileid_10978.wav,book_04939_chp_0006_reader_02069_43_pfMktb4o588-5xwiFBEkcN8-bAvXzM0oUJI-fan_Freesound_validated_71290_3_snr19_fileid_10978.wav,1,1,0,1,train,8953,0.7663305931028679
reader_08647,clean_fileid_2960.wav,book_01990_chp_0070_reader_08647_4_door_Freesound_validated_257372_24-EN50BTjjnrs-door_Freesound_validated_269000_3-tjTcFqKzhLg_snr16_fileid_2960.wav,reader_08469,clean_fileid_3306.wav,book_08599_chp_0005_reader_08469_14_fan_Freesound_validated_267497_109-M5CW3S5SnWc-EUmJwvJ_Z0E_snr29_fileid_3306.wav,-5,0,0,1,train,8954,0.8296425442829922
reader_10406,clean_fileid_6911.wav,book_11240_chp_0002_reader_10406_5_1TW5n8myPms-PajXnbq3k3o-_exHiLyiLgw_snr13_fileid_6911.wav,reader_07054,clean_fileid_8887.wav,book_03350_chp_0021_reader_07054_34_ZP-eDA51Nhk-Jpg9gXXGO8o-Fh1e44o_ExU_snr32_fileid_8887.wav,2,0,0,1,train,8955,0.7762509283037634
reader_01504,clean_fileid_9098.wav,book_07511_chp_0087_reader_01504_0_door_Freesound_validated_237739_0-WbUhAOdgU8c-IBMvk_1Aycc_snr14_fileid_9098.wav,reader_10194,clean_fileid_2246.wav,book_08292_chp_0010_reader_10194_4_H6XOeJrZxAY--pHU4dqtsbY-fan_Freesound_validated_421158_5_snr20_fileid_2246.wav,-6,0,1,0,train,8956,0.5937276312197771
reader_05427,clean_fileid_7342.wav,book_03665_chp_0002_reader_05427_50_l81XU0d5EzE-QmO71oyRZVM-y5IXDP1TJPo_snr15_fileid_7342.wav,reader_02854,clean_fileid_2049.wav,book_05677_chp_0004_reader_02854_17_1sKQEo_z5BE-VX6Y7sr-Jso-3JqoVQWNhsA_snr30_fileid_2049.wav,8,1,0,0,train,8957,0.6930800311685006
reader_01441,clean_fileid_11275.wav,book_02919_chp_0003_reader_01441_24_G440qU8yOkE-cEUlRS0SJ0g-gr33FLYa4L0_snr34_fileid_11275.wav,reader_10927,clean_fileid_428.wav,book_07500_chp_0005_reader_10927_7_kl964QeEsrM-Mf3otNxGgKk-ZsYJFgj5OEE_snr21_fileid_428.wav,-10,1,1,0,train,8958,0.8295449558198741
reader_05579,clean_fileid_8996.wav,book_06264_chp_0012_reader_05579_48_JsW9Ovk7ZIY-1sjmFJzDG0o-vDP3GUiAIP4_snr12_fileid_8996.wav,reader_03911,clean_fileid_6382.wav,book_02919_chp_0002_reader_03911_15_door_Freesound_validated_362807_28-_Ccb8NsgXtk-breath_spit_Freesound_validated_363649_0_snr36_fileid_6382.wav,7,1,1,0,train,8959,0.5951383989474428
reader_01357,clean_fileid_11483.wav,book_00588_chp_0025_reader_01357_14_Hmmc6GpLnVw-PlpeNtiYH7U-kkMK5xVtGR4_snr30_fileid_11483.wav,reader_02358,clean_fileid_4876.wav,book_02604_chp_0013_reader_02358_9__UJ_hw_WDGk-81dDCTY_f_I-qJBJMadDPWI_snr22_fileid_4876.wav,-3,1,1,0,train,8960,0.6028545838590936
reader_05493,clean_fileid_4432.wav,book_02788_chp_0012_reader_05493_11_Fy5kPerZcas-v4kQeV3a45s-GLWjtDhjJI0_snr34_fileid_4432.wav,reader_04591,clean_fileid_2577.wav,book_03291_chp_0007_reader_04591_4_lGjzbcwg_VE-typing_Freesound_validated_209987_1-mkUsABjvHKI_snr7_fileid_2577.wav,-3,1,0,1,train,8961,0.6633034827358223
reader_02333,clean_fileid_2533.wav,book_11328_chp_0022_reader_02333_2_X_1bZPiGGxM-eyac1fhjXrY-AY4ytiDWnIQ_snr24_fileid_2533.wav,reader_08990,clean_fileid_5237.wav,book_06339_chp_0010_reader_08990_19_JsrG4Z1RZeY-typing_Freesound_validated_466609_0-2M6zY2k4u4g_snr22_fileid_5237.wav,4,1,0,1,train,8962,0.5655437549051083
reader_06351,clean_fileid_11788.wav,book_05751_chp_0010_reader_06351_33_-FFhdVqs-28-4Rex0IyY9hc-door_Freesound_validated_214003_0_snr7_fileid_11788.wav,reader_09503,clean_fileid_3283.wav,book_06326_chp_0007_reader_09503_17_-Qunm9_q7Dk-MZ8Xom4PkBU-g66Zb7mMVSg_snr3_fileid_3283.wav,8,1,0,0,train,8963,0.5929271337048956
reader_08195,clean_fileid_5579.wav,book_05084_chp_0006_reader_08195_5_7olKwGplgfg-dFfA29F4T0A-6_EWkZhyfao_snr14_fileid_5579.wav,reader_10121,clean_fileid_11742.wav,book_01117_chp_0007_reader_10121_6_FDf0_v624L4-typing_Freesound_validated_395584_6-EU_u22Mw974_snr38_fileid_11742.wav,-1,1,0,0,train,8964,0.7405145660380987
reader_10927,clean_fileid_6388.wav,book_07500_chp_0005_reader_10927_50_qSoRFbHa5qI-door_Freesound_validated_342709_2-Q58P_FM4fzs_snr13_fileid_6388.wav,reader_01346,clean_fileid_3573.wav,book_06687_chp_0012_reader_01346_10_OXNNr0Q7_j4-YJMb7TZxOi8-door_Freesound_validated_434632_4_snr21_fileid_3573.wav,5,0,0,1,train,8965,0.719714764778539
reader_00579,clean_fileid_11932.wav,book_02178_chp_0035_reader_00579_19_XtRK-25nNFs-breath_spit_Freesound_validated_352353_1-I9Ir_-UVAXA_snr11_fileid_11932.wav,reader_06162,clean_fileid_3160.wav,book_07704_chp_0004_reader_06162_7_rZ72lqObPf8-door_Freesound_validated_193853_0-QkC37Z82Zq8_snr3_fileid_3160.wav,0,1,1,0,train,8966,0.6028785138825907
reader_01411,clean_fileid_3215.wav,book_00221_chp_0025_reader_01411_25_NESRf8MUF7A-7VZ7DqIvdps-RozG9WRKxD4_snr36_fileid_3215.wav,reader_09773,clean_fileid_9051.wav,book_09451_chp_0014_reader_09773_1_2WhiAtZ9JrU-DTKOdmRUXHM-ndSCOQkbm7s_snr5_fileid_9051.wav,1,1,1,1,train,8967,0.6882017965561676
reader_11786,clean_fileid_8000.wav,book_07242_chp_0011_reader_11786_0_23KjLy3Q5W0-door_Freesound_validated_322353_10-qIJpVlYxAHE_snr9_fileid_8000.wav,reader_03061,clean_fileid_10329.wav,book_07842_chp_0011_reader_03061_8_r7_NMCaXrUA-6MsOtK6snvw-nkFaCLTMb8Q_snr21_fileid_10329.wav,5,1,0,1,train,8968,0.6503160975661956
reader_00863,clean_fileid_121.wav,book_01525_chp_0002_reader_00863_54_-HZk5dKhS4o-door_Freesound_validated_457233_2-Gi3uQSQ6Rzw_snr19_fileid_121.wav,reader_06439,clean_fileid_9286.wav,book_03104_chp_0022_reader_06439_88_iGAHrpWbuOo-itMpvNFgPBA-door_Freesound_validated_259331_0_snr1_fileid_9286.wav,5,1,1,1,train,8969,0.7457574481485011
reader_07848,clean_fileid_4647.wav,book_09395_chp_0023_reader_07848_7_BURUJsyvorw-door_Freesound_validated_212082_12-BcUrwkum-nQ_snr6_fileid_4647.wav,reader_08282,clean_fileid_11211.wav,book_08515_chp_0015_reader_08282_0_S7stoYXS-g4-Yzjw_9Flj0Q-GPcchoq8v50-squeak_squeakyChair_Freesound_validated_452631_8_snr17_fileid_11211.wav,9,1,0,0,train,8970,0.6040507271841137
reader_07636,clean_fileid_7904.wav,book_07329_chp_0015_reader_07636_59_DbGb-gpMYW4-N-YpOUg3b00-door_Freesound_validated_425936_0_snr17_fileid_7904.wav,reader_09674,clean_fileid_7381.wav,book_03063_chp_0012_reader_09674_1_PN282lkCR5k-E3vTzyD-qXA-GBNMm5TqKX4_snr10_fileid_7381.wav,-8,0,0,1,train,8971,0.7376143979075885
reader_03212,clean_fileid_7515.wav,book_09670_chp_0005_reader_03212_49_AvVgcbj5F8k-lTcqNuVgb74-door_Freesound_validated_457232_1_snr18_fileid_7515.wav,reader_10658,clean_fileid_11625.wav,book_02324_chp_0015_reader_10658_16_IGnWtu0e28U-_Zemtw63DCs-c_SfUx1w_z4_snr20_fileid_11625.wav,-2,1,1,1,train,8972,0.8183954946122705
reader_11139,clean_fileid_5399.wav,book_02889_chp_0004_reader_11139_38_b8KCPsMSP4k-L2zidDxyBjw-6R-P--alZIA_snr23_fileid_5399.wav,reader_11929,clean_fileid_1845.wav,book_07187_chp_0015_reader_11929_23_j2Qemwiakaw-Wpk25ulaQAw-squeak_squeakyChair_Freesound_validated_338285_0_snr28_fileid_1845.wav,-3,0,1,1,train,8973,0.7875317454175139
reader_08468,clean_fileid_1036.wav,book_03107_chp_0016_reader_08468_1_I05CLIfW-Gc-_kBZEnhS2xY-typing_Freesound_validated_360603_2_snr16_fileid_1036.wav,reader_06692,clean_fileid_6254.wav,book_00849_chp_0005_reader_06692_36_-ftxbusleO8-iMEswWirNew-4NfOxe4qUPE_snr21_fileid_6254.wav,-1,0,1,1,train,8974,0.6980021632948057
reader_03305,clean_fileid_2392.wav,book_06958_chp_0013_reader_03305_25_Os4ILnG90CA-yuoaNKVXeb8-door_Freesound_validated_212075_12_snr2_fileid_2392.wav,reader_08489,clean_fileid_2983.wav,book_09781_chp_0011_reader_08489_5_Pb36NPWN_7M-eSeyGKXaQXg-3B6PZGeT2J8_snr6_fileid_2983.wav,2,1,0,0,train,8975,0.6395109095988697
reader_03262,clean_fileid_4197.wav,book_01342_chp_0007_reader_03262_0_TAzIWe3aMwg-_TXc9-Qitpk-breath_spit_Freesound_validated_372520_0_snr0_fileid_4197.wav,reader_09404,clean_fileid_7405.wav,book_05327_chp_0002_reader_09404_16_door_Freesound_validated_171232_1-3XzSj-FXQjo-1aOfJi1Kamg_snr36_fileid_7405.wav,7,0,0,0,train,8976,0.7075044287990665
reader_01349,clean_fileid_3460.wav,book_01807_chp_0005_reader_01349_8_luX4cGqQ7kE-OC3lUY1Gy9k-WfLqs49b95U_snr5_fileid_3460.wav,reader_05372,clean_fileid_2523.wav,book_03892_chp_0010_reader_05372_4_MQZfeNyxhzQ-0HEb8PnX6Dg-1MIK53wwNiE_snr0_fileid_2523.wav,2,0,1,0,train,8977,0.5725545913507962
reader_06226,clean_fileid_773.wav,book_10298_chp_0006_reader_06226_15_2Er_Xy490zg-rWbYAA_xEFE-typing_Freesound_validated_220827_4_snr20_fileid_773.wav,reader_08165,clean_fileid_6274.wav,book_08190_chp_0007_reader_08165_7_door_Freesound_validated_266151_0-0SEW1dn0XBU-door_Freesound_validated_380149_0_snr22_fileid_6274.wav,2,0,1,0,train,8978,0.7216392050501127
reader_00634,clean_fileid_4310.wav,book_09110_chp_0026_reader_00634_19_door_Freesound_validated_147266_1-typing_Freesound_validated_32380_5-w5QXZirgaME_snr10_fileid_4310.wav,reader_10256,clean_fileid_7961.wav,book_07207_chp_0014_reader_10256_1_FZBsmJLkKrA-dSBFyWuvsm0-R-rw1jRZFc0_snr1_fileid_7961.wav,4,0,1,1,train,8979,0.6953281941868045
reader_02419,clean_fileid_2243.wav,book_02132_chp_0076_reader_02419_21_76Q0UcDEw0Y-IeXXFpLwsfc-fZRMqGUwEtc_snr15_fileid_2243.wav,reader_11888,clean_fileid_6985.wav,book_07269_chp_0015_reader_11888_33_Hq7zNtgvppk-nlFW81iqv38-TibNHiJ8Jso-BeNhTsHGHIE_snr22_fileid_6985.wav,2,0,1,0,train,8980,0.601518939607681
reader_06219,clean_fileid_2200.wav,book_07526_chp_0005_reader_06219_9_0xY7T1FcJxc-9dufUwBJLjo-ltTPIWzCBbs_snr16_fileid_2200.wav,reader_09414,clean_fileid_1120.wav,book_07772_chp_0005_reader_09414_54_bKfF-_O8yIA-s_Gz3cNq5yQ-GU_ou_-uXpE_snr21_fileid_1120.wav,5,1,0,1,train,8981,0.7106753181792608
reader_00318,clean_fileid_7861.wav,book_11292_chp_0001_reader_00318_7_2yJV1JxgqsU-0pZJa-qmiUw-door_Freesound_validated_134972_2_snr34_fileid_7861.wav,reader_09798,clean_fileid_170.wav,book_01138_chp_0017_reader_09798_5_aiOffpbmIXA-TxxStaBgres-J8E2GiaWkaM_snr5_fileid_170.wav,-3,1,0,0,train,8982,0.5653722243967573
reader_07286,clean_fileid_3140.wav,book_04995_chp_0011_reader_07286_23_fpqKu-cfZHI-1zMB8Q5LMCE-vPUh81uFnQc_snr2_fileid_3140.wav,reader_09211,clean_fileid_10224.wav,book_06294_chp_0001_reader_09211_5_jto2eo0bVAM-JqzCILejxis-X5e0JdTisqw_snr15_fileid_10224.wav,8,0,0,1,train,8983,0.7912024266633092
reader_10297,clean_fileid_242.wav,book_01227_chp_0005_reader_10297_24_mQhqDWuxpeM-SUqffz63K_Q-Cul7VFkLTMc_snr25_fileid_242.wav,reader_11458,clean_fileid_3455.wav,book_00564_chp_0015_reader_11458_9_6e6PT37dYJQ-en1jlhAeTdc-51YuGoJmqDg_snr24_fileid_3455.wav,-1,1,0,0,train,8984,0.7426496126605168
reader_10572,clean_fileid_8847.wav,book_02857_chp_0001_reader_10572_5__W6sXa2Z_tY-door_Freesound_validated_261068_2-vG34loAKStk_snr28_fileid_8847.wav,reader_08451,clean_fileid_3662.wav,book_03583_chp_0006_reader_08451_7_iOQg8pgPy_I-JH4I5-RbjhQ-fJzwCO11JpU_snr39_fileid_3662.wav,1,1,1,1,train,8985,0.8233430331246094
reader_02859,clean_fileid_98.wav,book_04759_chp_0002_reader_02859_59_SkGC4EOzUpY-h7NWCs3rwQU-door_Freesound_validated_233104_2_snr12_fileid_98.wav,reader_06968,clean_fileid_11162.wav,book_04113_chp_0039_reader_06968_12_Hpf_kmSW-pc-door_Freesound_validated_450813_1-PboYvLw6N3Y_snr3_fileid_11162.wav,3,1,1,1,train,8986,0.6816591187095667
reader_06308,clean_fileid_3790.wav,book_02726_chp_0050_reader_06308_88_door_Freesound_validated_380031_1-b7o12FmFbgI-FLOh_s6PM_M_snr5_fileid_3790.wav,reader_05262,clean_fileid_2772.wav,book_11284_chp_0013_reader_05262_3_EaNJT9Gntf4-door_Freesound_validated_344379_3-door_Freesound_validated_408767_0_snr18_fileid_2772.wav,-5,1,0,0,train,8987,0.5970937791134259
reader_01618,clean_fileid_10785.wav,book_06909_chp_0021_reader_01618_3_6LS7xcE7d7g-iKHqGVW-Zu8-0_uk5tWTU0k_snr0_fileid_10785.wav,reader_05375,clean_fileid_8920.wav,book_07359_chp_0003_reader_05375_39_door_Freesound_validated_170999_3-s7LbyUKAhP8-s2rpsUOWDxs_snr14_fileid_8920.wav,-2,1,1,0,train,8988,0.6899525421502759
reader_11307,clean_fileid_11740.wav,book_07534_chp_0031_reader_11307_3_c0v7aM-Uu6E-SvZEG1Hztno-door_Freesound_validated_257372_40_snr0_fileid_11740.wav,reader_01903,clean_fileid_11606.wav,book_03576_chp_0010_reader_01903_8_5YV8yfamySk-o5jwTD2VBUI-Yq6fv3PWdjM_snr21_fileid_11606.wav,-4,1,0,1,train,8989,0.7776487689266001
reader_02878,clean_fileid_2148.wav,book_02417_chp_0026_reader_02878_13_breath_spit_Freesound_validated_465250_5-Cnn-4Tr1SSI-door_Freesound_validated_233291_0_snr5_fileid_2148.wav,reader_00835,clean_fileid_7229.wav,book_01790_chp_0008_reader_00835_15_door_Freesound_validated_455200_3-fan_Freesound_validated_462454_0-iqscBg7kA9o_snr21_fileid_7229.wav,-5,1,1,0,train,8990,0.6470516181559581
reader_06312,clean_fileid_821.wav,book_05847_chp_0062_reader_06312_1_hA2HHLcTfOQ-J_k5ubKmbgs-typing_Freesound_validated_320550_3-VDt_AZzU-iY_snr35_fileid_821.wav,reader_04346,clean_fileid_8186.wav,book_00583_chp_0019_reader_04346_3_bNDGBsI50A8-squeak_squeakyChair_Freesound_validated_365360_0-door_Freesound_validated_212078_3_snr23_fileid_8186.wav,-10,1,0,0,train,8991,0.6940978047323565
reader_04284,clean_fileid_8874.wav,book_01415_chp_0019_reader_04284_7_door_Freesound_validated_338287_0-5-P-aF35NzE-yOV5HLnGq3s-BWAgKahuFD8_snr19_fileid_8874.wav,reader_01462,clean_fileid_2890.wav,book_06870_chp_0001_reader_01462_3_bD2nBz_wLDA-typing_Freesound_validated_399603_42-3mdUi70Q1ak_snr20_fileid_2890.wav,3,1,1,1,train,8992,0.7478959640705876
reader_00601,clean_fileid_833.wav,book_04178_chp_0000_reader_00601_14_lNwJP1Eu4a4-KqyYIAxGnjk-cV8qc8IQGx0_snr16_fileid_833.wav,reader_08057,clean_fileid_6195.wav,book_02487_chp_0023_reader_08057_12_92UHVpkFiu8-typing_Freesound_validated_388485_0-7INkJ9SPFog_snr19_fileid_6195.wav,-5,1,1,1,train,8993,0.5934702484445963
reader_07365,clean_fileid_5001.wav,book_04474_chp_0109_reader_07365_4_squeak_squeakyChair_Freesound_validated_94649_0-j7nuBCwNXws-57x4T3XZqPg_snr25_fileid_5001.wav,reader_06210,clean_fileid_2685.wav,book_11284_chp_0020_reader_06210_20_yNxGU49zmdA-door_Freesound_validated_164570_0-HDqMojvTFqY_snr17_fileid_2685.wav,1,1,1,1,train,8994,0.5734514521371142
reader_03632,clean_fileid_5095.wav,book_03044_chp_0032_reader_03632_33_79_RmvHnZOU-2AeNg_sKdP8-munching_Freesound_validated_464975__jpbillingsleyjr__eating-chips_2_snr13_fileid_5095.wav,reader_00999,clean_fileid_7725.wav,book_06674_chp_0042_reader_00999_7_door_Freesound_validated_104532_0-szkV71HYvJk-7x5nNdThDfQ_snr39_fileid_7725.wav,6,1,1,1,train,8995,0.7656573984175138
reader_04069,clean_fileid_75.wav,book_00025_chp_0019_reader_04069_1_TyX8YrDfR_I-DT_T4yDc3K8-door_Freesound_validated_468591_0_snr26_fileid_75.wav,reader_10272,clean_fileid_3426.wav,book_03257_chp_0005_reader_10272_6_fan_Freesound_validated_369662_15-Acm5syrkZR0-MKcZ8d-lHG0_snr22_fileid_3426.wav,-6,1,0,0,train,8996,0.66839005829506
